AZ9SqMNGKu499Cc-J9hK	MAJOR	FlavioMili_FootballManagement:src/gui/scenes/settings_scene.cpp	42	Use std::format instead of concatenating pieces manually.
AZ9SqMNGKu499Cc-J9hL	MINOR	FlavioMili_FootballManagement:src/gui/scenes/settings_scene.cpp	53	Replace with the version of "std::ranges::find" that takes a range.
AZ9SqMNGKu499Cc-J9hM	MINOR	FlavioMili_FootballManagement:src/gui/scenes/settings_scene.cpp	60	Replace with the version of "std::ranges::find" that takes a range.
AZ9SqMNGKu499Cc-J9hN	MINOR	FlavioMili_FootballManagement:src/gui/scenes/settings_scene.cpp	67	Replace with the version of "std::ranges::find_if" that takes a range.
AZ9SqMJRKu499Cc-J9g1	MAJOR	FlavioMili_FootballManagement:src/model/gamedate.cpp	117	"std::print" or "std::format" should be used instead of standard output manipulators
AZ9SqMJvKu499Cc-J9g3	MINOR	FlavioMili_FootballManagement:src/model/league.cpp	81	Remove this "const" qualifier from the return type in all declarations.
AZ9SqMJiKu499Cc-J9g2	MINOR	FlavioMili_FootballManagement:src/model/match.cpp	69	Make the type of this variable a pointer-to-const. The current type of "gk" is "class Player *".
AZ9SqMIOKu499Cc-J9gx	MAJOR	FlavioMili_FootballManagement:src/model/player.cpp	25	Use the transparent comparator "std::less<>" with this associative string container.
AZ9SqMIOKu499Cc-J9gy	MAJOR	FlavioMili_FootballManagement:src/model/player.cpp	74	Use the transparent comparator "std::less<>" with this associative string container.
AZ9SqMIOKu499Cc-J9gz	MINOR	FlavioMili_FootballManagement:src/model/player.cpp	142	Avoid explicitly specifying the template arguments by relying on the class template argument deduction.
AZ9SqMH0Ku499Cc-J9gw	MAJOR	FlavioMili_FootballManagement:src/model/player.h	68	Use the transparent comparator "std::less<>" with this associative string container.
AZ9Sn9kcJgY_rLCybNX4	CRITICAL	FlavioMili_FootballManagement:src/gui/scenes/settings_scene.cpp	84	Refactor this function to reduce its Cognitive Complexity from 29 to the 25 allowed.
AZzyC9elt5t5DmIVN5gz	MAJOR	FlavioMili_FootballManagement:src/database/SQLLoader.cpp	73	Use "starts_with()" to check the prefix of the string.
AZzyC9elt5t5DmIVN5g1	MAJOR	FlavioMili_FootballManagement:src/database/SQLLoader.cpp	80	Use "contains" instead of "find".
AZzyC9elt5t5DmIVN5g4	MINOR	FlavioMili_FootballManagement:src/database/SQLLoader.cpp	125	Replace this const reference to "std::string" by a "std::string_view".
AZzyC9eOt5t5DmIVN5fJ	MAJOR	FlavioMili_FootballManagement:src/database/gamedata.cpp	50	Use std::format instead of concatenating pieces manually.
AZzyC9hWt5t5DmIVN5iJ	CRITICAL	FlavioMili_FootballManagement:src/gui/dropdown.cpp	48	Refactor this code to not nest more than 3 if|for|do|while|switch statements.
AZzyC9hWt5t5DmIVN5iK	CRITICAL	FlavioMili_FootballManagement:src/gui/dropdown.cpp	73	Refactor this code to not nest more than 3 if|for|do|while|switch statements.
AZzyC9hft5t5DmIVN5iP	CRITICAL	FlavioMili_FootballManagement:src/gui/gui_scene.h	34	Member variables should not be "protected".
AZzyC9f3t5t5DmIVN5hN	MAJOR	FlavioMili_FootballManagement:src/gui/gui_view.cpp	30	Do not use the constructor's initializer list for data member "running". Use the in-class initializer instead.
AZzyC9f3t5t5DmIVN5hO	MAJOR	FlavioMili_FootballManagement:src/gui/gui_view.cpp	31	Do not use the constructor's initializer list for data member "currentScene". Use the in-class initializer instead.
AZzyC9gDt5t5DmIVN5hU	MAJOR	FlavioMili_FootballManagement:src/gui/scenes/team_selection_scene.cpp	110	Use has_value() or another member function to clarify that the code tests the presence of a value in the "optional", not the contained "unsigned char" value itself.
AZzyC9dht5t5DmIVN5e6	MINOR	FlavioMili_FootballManagement:src/model/calendar.cpp	42	Use the init-statement to declare "it" inside the if statement.
AZzyC9dht5t5DmIVN5e9	MINOR	FlavioMili_FootballManagement:src/model/calendar.cpp	51	Make the type of this variable a reference-to-const. The current type of "l" is "class std::reference_wrapper<const class League> &".
AZzyC9dht5t5DmIVN5e7	CRITICAL	FlavioMili_FootballManagement:src/model/calendar.cpp	79	Refactor this code to not nest more than 3 if|for|do|while|switch statements.
AZzyC9dht5t5DmIVN5e8	CRITICAL	FlavioMili_FootballManagement:src/model/calendar.cpp	84	Refactor this code to not nest more than 3 if|for|do|while|switch statements.
AZzyC9dht5t5DmIVN5e-	MINOR	FlavioMili_FootballManagement:src/model/calendar.cpp	130	Use the init-statement to declare "isOdd" inside the if statement.
AZzyC9dht5t5DmIVN5e_	CRITICAL	FlavioMili_FootballManagement:src/model/calendar.cpp	150	Refactor this code to not nest more than 3 if|for|do|while|switch statements.
AZzyC9c2t5t5DmIVN5ee	MAJOR	FlavioMili_FootballManagement:src/model/finances.cpp	18	Do not use the constructor's initializer list for data member "transfer_to_wages_ratio". Use the in-class initializer instead.
AZzyC9c2t5t5DmIVN5ef	MINOR	FlavioMili_FootballManagement:src/model/finances.cpp	41	Make the type of this variable a reference-to-const. The current type of "pID" is "unsigned int &".
AZzyC9cct5t5DmIVN5eQ	MINOR	FlavioMili_FootballManagement:src/model/game.cpp	54	Use "contains" member function.
AZzyC9c-t5t5DmIVN5eh	MAJOR	FlavioMili_FootballManagement:src/model/gamedate.cpp	109	Use "=default" instead of the default implementation of this comparison function.
AZzyC9c-t5t5DmIVN5ej	MINOR	FlavioMili_FootballManagement:src/model/gamedate.cpp	123	Replace this const reference to "std::string" by a "std::string_view".
AZzyC9c-t5t5DmIVN5en	MAJOR	FlavioMili_FootballManagement:src/model/gamedate.cpp	125	Define and throw a dedicated exception instead of using a generic one.
AZzyC9c-t5t5DmIVN5eg	MINOR	FlavioMili_FootballManagement:src/model/gamedate.cpp	133	Reduce verbosity with "using enum" for "SeasonPhase".
AZzyC9cSt5t5DmIVN5eH	CRITICAL	FlavioMili_FootballManagement:src/model/gamedate.h	35	Add the "explicit" keyword to this constructor.
AZzyC9cKt5t5DmIVN5d9	MINOR	FlavioMili_FootballManagement:src/model/lineup.cpp	70	Replace the return type with "std::span<Player const* const>" to prevent "reserves" from being modified.
AZzyC9cKt5t5DmIVN5d_	MINOR	FlavioMili_FootballManagement:src/model/lineup.cpp	94	Make the type of this variable a pointer-to-const. The current type of "sub" is "class Player *".
AZzyC9cKt5t5DmIVN5eB	MINOR	FlavioMili_FootballManagement:src/model/lineup.cpp	142	Refactor this loop so that it is less error-prone.
AZzyC9cKt5t5DmIVN5eD	MINOR	FlavioMili_FootballManagement:src/model/lineup.cpp	144	Refactor this loop so that it is less error-prone.
AZzyC9cKt5t5DmIVN5eE	CRITICAL	FlavioMili_FootballManagement:src/model/lineup.cpp	148	const_cast removing const qualification from the type of a pointer may lead to an undefined behaviour.
AZzyC9dQt5t5DmIVN5er	MAJOR	FlavioMili_FootballManagement:src/model/match.cpp	23	Do not use the constructor's initializer list for data member "home_score". Use the in-class initializer instead.
AZzyC9dQt5t5DmIVN5es	MAJOR	FlavioMili_FootballManagement:src/model/match.cpp	24	Do not use the constructor's initializer list for data member "away_score". Use the in-class initializer instead.
AZzyC9dQt5t5DmIVN5et	CRITICAL	FlavioMili_FootballManagement:src/model/match.cpp	28	Refactor this function to reduce its Cognitive Complexity from 27 to the 25 allowed.
AZzyC9dQt5t5DmIVN5ew	MINOR	FlavioMili_FootballManagement:src/model/match.cpp	49	Make the type of this variable a pointer-to-const. The current type of "gk" is "class Player *".
AZzyC9dQt5t5DmIVN5ex	MINOR	FlavioMili_FootballManagement:src/model/match.cpp	54	Make the type of this variable a pointer-to-const. The current type of "p" is "class Player *".
AZzyC9dQt5t5DmIVN5ez	MINOR	FlavioMili_FootballManagement:src/model/match.cpp	74	Make the type of this variable a pointer-to-const. The current type of "p" is "class Player *".
AZzyC9cBt5t5DmIVN5d1	MAJOR	FlavioMili_FootballManagement:src/model/player.cpp	20	This function has 13 parameters, which is greater than the 7 authorized.
AZzyC9ckt5t5DmIVN5eZ	CRITICAL	FlavioMili_FootballManagement:src/model/settings_manager.cpp	20	Use "=default" instead of the default implementation of this special member functions.
AZzyC9c-t5t5DmIVN5ek	MAJOR	FlavioMili_FootballManagement:src/model/gamedate.cpp	126	Replace the redundant type with "auto".
AZzyC9c-t5t5DmIVN5el	MAJOR	FlavioMili_FootballManagement:src/model/gamedate.cpp	127	Replace the redundant type with "auto".
AZzyC9c-t5t5DmIVN5em	MAJOR	FlavioMili_FootballManagement:src/model/gamedate.cpp	128	Replace the redundant type with "auto".
AZzyC9cKt5t5DmIVN5eF	MAJOR	FlavioMili_FootballManagement:src/model/lineup.cpp	154	Replace the redundant type with "auto".
AZzyC9b4t5t5DmIVN5dy	MINOR	FlavioMili_FootballManagement:src/model/team.cpp	36	Remove this "const" qualifier from the return type in all declarations.
